sentiment,review_body,product_category
1,I have been searching for the perfect denim jacket and this it! i love the darker color  more modern day less 80s. it runs a little small. i am always either a s or xs at retailer. lately  their clothes seem to be running a little bigger  so i have been an xs in most tops. when i order online  i never know which size to get. i ordered an xs  however it was very tight in the arms and across the shoulders. i wanted to be able to roll the sleeves up  so i returned it for a s and it fits great. i was,Jackets
1,I don't own any peach outerwear because i didn't think it would complement my skintone. this cozy bomber proved me wrong. wonderful quilting pattern and a vintage dye job that's eye catching. great for layering and the color goes with my autumn and spring wardrobe. this is not a fitted style  it's relaxed and a bit poufy at the sleeves and waist  just like a regular bomber jacket. i chose medium petite and it fits just right. i'm a 36d  135#  38-28-35.,Jackets
1,As other reviewers have pointed out  this jacket is way prettier in person than it is in the photos. i can wear it with just about anything. the fabric is soft and lightweight  and drapes really nicely. my only complaint is the photos make the taupe jacket look like it has just a hint of peach/mauve  but in person it's a pretty standard beige. i would have liked that hint of color.,Jackets
1,A fabulous light weight jacket. love the detail and fit is perfect and comfortable. the jacket was not so interesting on the display table but once tried on it became mine and i suspect this is going to sell out. i really love the light color denim trim on the lapels. a keeper!  i purchased a medium and that is my standard size in retailer jackets.  for reference: 34 dd  and 145 pounds and 5'4 height.,Jackets
1,"This is a very nice jacket in a pretty textured fabric. it seems to fit tts  and the cut is very flattering. however - the ""white"" is actually ivory. not a big deal  unless you were trying to match an outfit with pure white in it. still on the fence about whether to keep it or not.",Jackets
1,This is one you just need to see in person! stunning  detailed embroidery everywhere  gracefully oversized  very bohemian  light  airy and dreamy. this kimono was mine the second i saw it! white on white is classic...and this cream embroidery is beautiful. the kimono is very oversized. i'm normally a l or xl and this was plenty roomy. it's also quite long. nearly came down to my knees and i'm around 5'8. if there is an option for petite i'd recommend it to shorter gals! can't wait to pair this w,Jackets
1,Great casual jacket! it's a nice spring weight  can be worn in different ways by turning the cuffs  folding the collar  wrapping or unwrapping  etc. i love the way they styled it in the model shots. i am going to have to disagree with the other reviewers about this being tts. i have to say the medium was so oversized  it looked like i was wearing a fabric box. i have a broad back and 36ddd bust and am comfortably wearing the size xs.,Jackets
-1,I have other stevies  and these are nothing like them. the quality is very synthetic to a point that the material is shiny. the pants themselves run very small in the waist  approx. two sizes too small compared with other stevies. additionally  the cuff is sewn like that in place  and hits at an odd spot if you are taller or have strong calves. see how it gapes in the cuff on the model? like  a rounded bottom? that is way more emphasized in real life. buyer beware!,Jeans
-1,I loved the look of these pants in the pictures online and i loved the way that they fit. however when i got my pair  the flower placement was completely different. the whole front was black and there were just flowers running out of the crotch seams. i ordered another pair hoping they were just cut wrong  but those were even worse. they looked obscene.,Jeans
-1,I generally don't spend this much on jeans but wanted a nice black pair so rolled the dice during the sale. who can wear these? i'm an average size 12 and struggled to get these size 32s over my hips  buttoned and zipped. i looked like a stuffed black sausage. best for thin frames and even then  size up.,Jeans
-1,I really wanted to like these  but they just didn't look right on my 5'3 sorta bulky frame. i have big thighs and always feel out of place wearing leggings  so maybe i'm just not the right target for these  but they looked so cute and i wanted to give them a try. the waist was too high for my liking  and the leg openings were too big and gave me a stumpified look.,Jeans
-1,I was really disappointed with these pants. they were a thinner fabric than expected with little to no stretch. they were very tight around my legs and huge at the waist. sadly  they will be going back.,Jeans
-1,"The color says red but it's more like a rust. i'm 5'3"" so it was long and would need to be tailored and the fabric is so thin i was afraid it would rip if it got caught on anything.    finally returned it without it making it out the door :(",Jeans
-1,I absolutely love mother jeans  but i unfortunately had to return these ones. this particular style seemed to run pretty small. too  i always size up in white jeans  and even the size up that i had ordered were just too tight. i typically wear a 28 in mother  and ordered a 29 in these.,Jeans
-1,"These were great pants that fit well  had good rise  perfect stretch for my curves  and i was really happy to get them on sale. (i'm 5'10""  165lbs  with a pear shape).     after only three months of occasional wear (about once a week  at most)  and following wash instructions perfectly  they started deteriorating. the pockets are becoming unsewn  the fabric has over-stretched in little sections that bunch  and the bottom hem is coming unraveled. these are the most low-quality horrible pants i've",Jeans
-1,"So these look so good online - i love flare and the button detail. however  on me  they were very long (which i knew) but too thigh-hugging for my taste  and the buttons looked cheap (i ordered the tan color). thus  back they went. for reference  i am 5'5"" and 125# and ordered the 6.",Jeans
0,I wear a 32 and sometimes a 31 but i could barely squeeze these on in a 32. the fabric is thick with lots of stretch but these are super skinny all the way to the ankle like a legging and not a jean. made for much thinner frames than mine.,Jeans
0,I really like the pilcro serif style but the stet style does not work for my body. will have to return.,Jeans
0,Although i bought 2 sizes down from my regular size  they were still big and  made my derriere look flat. i would have kept them as weekend kick-around jeans  but the flat behind just made them a must return.,Jeans
0,Runs large. very stretchy. nice wash. mine had more holes and fraying in the legs than i expected. i returned them because i got the wrong size and smaller sizes are sold out. otherwise a cute jean and with the sale  certainly worth it.,Jeans
0,The fit on these is good for my hourglass shape  and the fabric quality and comfort is good too.i think the rinse is just not as nice in person- the orange stitching is pretty bright too. i bought. a pair from br a couple months ago that are almost identical in quality  fit and color that i got for less than half the price of these. i am going to return these and see if they have something better   but will only buy in store from now on.,Jeans
0,I have been looking for flares that are not tight through the thigh and these are definitely them...but for me they were so long that to hem them would ruin the style of the pants. i'm 5'5 and have long legs but i would need a high heel to maintain the intended style  and that's not what i was looking for. otherwise  beautiful.,Jeans
0,Very nice fabric but disappointed in the stitching on the knees. it looks nice but makes the pants very uncomfortable and tight around the knees. too bad because i love the style and hoped they would work!,Jeans
0,These are absolutely beautiful pants. soft and wearable right away  but the other reviewer is right. if you are average or short  these will be way too long. they won't even look like cropped pants  just regular wide leg jeans. i am keeping them b/c i love the look and i will also have them altered to be shorter. it's disappointing that these were designed for the statuesque instead of the other 90% of us  especially considering the amazingly high price for a pair of jeans. so... i guess i am di,Jeans
0,These jeans fit well and the stretch makes them comfortable. i can't recommemd them though because they're see through. wish white jeans were better lined so that this isn't usually a problem!,Jeans
1,"The perfect pair. i am 5'6"". 130lb  and ordered size 28  and it fits just right. it is a little stretchy  so molds to your shape. the legs are slender  but not too fitted. no stitching along the seems makes these jeans classy enough to work with a dressy shirt.",Jeans
1,These jeans are perfect in every way. i found that i took one size smaller than i do in the pilcro chinos. they are comfortable and have a small amount of stretch to them. i knew i was buying them the instant i put them on. they look great - highly recommend.,Jeans
1,"Fit review: i ordered the size 27 as i read alexa chung jeans run small  and my usual size in ag stevie is a 26 in cords  27 in some jeans. . i'm 5'2""  currently 25"" waist  33"" high hip  37.25"" at the widest  29"" inseam. i have more of a pear shape than an hourglass  flatter stomach  bigger upper thighs and bottom. i'm long-waisted and do have some high-rise trousers that look great  which is why i risked paying shipping on these. . the 27 was loose at my natural waist  the jeans measuring 29.5""",Jeans
1,These jeans are soooo soft. fit is great and the wash is a unique inky grayish color. perfect for fall. love.,Jeans
1,These look great on my wife. very versatile and go with like 80% of her wardrobe. she raves about them and they look great.,Jeans
1,I have always been partial to palazzo pants. these fit like a dream and are very comfortable.,Jeans
1,The best thing about these pants is the material. if you are expecting a bleached denim-material  these are not for you. these are far better. they are extremely soft and have some give to them but not so much that they stretch out while wearing them (as guaranteed on the tag). although  because they are a less rigid material  the pants do show stretching as can be seen at the knee area in the photo. if you normally get short-sized pants  the regular fit will fit like regular non-ankle pants but,Jeans
1,"I like the jeans a lot. they're definitely skinny fit and more like leggings -- very stretchy. i feel like they would fit all shapes and sizes because of that ""give "" so the claim that they're flattering on everyone is probably valid. i also appreciate that there is no stonewashing  as grey jeans often seem to have -- they are all one hue from top to bottom  with a little bit of linear line texture to the fabric. the only flaw (at least i don't think it's intentional) is that the front pockets l",Jeans
1,Love the high rise and stretch of this jean- i feel long and lean which is tough for a short curvy girl! i feel these run a little small for pilcro- i went up a size.,Jeans
-1,"This style is right up my alley and i was excited to receive it. however  it is seriously overpriced. i ordered the white and the material is thin and see-through. the small was even a bit roomy (5'7""  140lbs  32dd). going back unfortunately.",Knits
-1,The design and style of shirt is quite cute -- but the mountain pictures is not mont blanc  nor does the mountain find itself near chamomix. it is an unmistakable image of the matterhorn and the small town of zermatt is at its base.,Knits
-1,First  it's huge. i'm not big busted but it's so roomy that i looked like i was pregnant. not exactly what i was going for. nice color and soft fabric but would only work if you plan to tuck it in--and i'm short waisted so no tucking for me. back it went.,Knits
-1,I ordered this tee despite the price. the fabric is very thin and the quality was poor. nice concept for a tee  but failed in quality and value. it was returned.,Knits
-1,I ordered the shirt bc it looked soo cute despite the fact many said this shirt was see thru. it's true.. had to return it,Knits
-1,The shirt is very soft but it felt very large and unflattering. the back felt bulky and looked awkward. definitely returning.,Knits
-1,"I was excited to get this shirt in the mail  i liked the pattern a lot  but was so disappointed when i tried it on. i am 5'4""  130 lbs. and wear a c cup so i tried ordering a small as a starting point. there was enough fabric on the sides to make another shirt! despite the excess fabric  the shirt pulled open in the chest area  making it a complete fail. i'm sure the model in the photo must have the shirt clipped in the back to pull in the excess fabric  especially since she's small on top. ther",Knits
-1,I tried this on in a medium in the store and it was too big overall. i thought it was a nice concept for a feminine  whimsical top so i ordered a small online. but even then a small is still too big (and i usually wear a medium or an 8 in tops). maybe if it was slimmer through the ribs/waist area it could work but it just ends up looking maternity-ish and too voluminous everywhere below the bust. the front was too short  as well (stopped higher than what is shown on the model and i'm assuming sh,Knits
-1,I purchased this top in the black and tan color  loved the fit  style and fabric. however  it is a loose weave and after just one wearing a hole opened up on the front  which could not be repaired. it was covered by the cowl neck collar but as the day wore on the hole got bagger and it can no longer be hidden. i was very disappointed in the quality of this top- i purchased it at full price and was only able to wear it once. i just didn't have the time to return it to the store.,Knits
0,I am 5'8 with curvy  muscular body and 36ddd boobs. the ruffle ends up hitting me right below my breasts and creates the look of being about 6 months pregnant. the beading is beautiful and i wish that it fit.,Knits
0,I was hoping to love this tunic  but it isn't what i was hoping for. the material is cute  but the piece itself is a little too baggy and just doesn't do anything for my shape. just made me look boxy all around. it felt more like a poncho than a tailored tunic. unfortunately  it has to go back.,Knits
0,This top has nice quality lace but the layout is strange! it wouldn't stay under my boobs but kept creeping up and looked strange! not for girls with a chest!,Knits
0,"This tee was meant to be loose and swishy  but as it runs large  sizing down means the sides come up really high  as they curve a good 3-4"" higher up. so your waistband is exposed  and it just doesn't look nice:( returned an xs and small.",Knits
0,"Soft  cozy  and cute  but pilled badly after 1st wearing and now will be relegated to wearing at home only. for this reason i cannot recommend. felt like i wasted my money. i purchased the xs petite ( i'm 5'1"". 95 lbs) and i could have gone down to xxs  but i was ok with it being looser.",Knits
0,I bought this because i thought it would flatter my boxy big busted shape and it does. however  while i liked the irregular hemline on the model  on my 5'5 frame it hits at a strange place and so i will hem it a little shorter. the fabric is extremely thin and not lined so this is definitely a light weight summer top even here in the south. i love the modern styling but the quality of the fabric is a concern  definitely no dryer on this one.,Knits
0,I bought this in size xl and the overall fit matched the model's photos. the neckline was a bit higher than pictured. the material was pretty in person. the problem was the material's threads were too scratchy. i was uncomfortable with that scratchiness against my neck so i returned it. i did like the unique leaf pattern of the lace.,Knits
0,I ordered the green and lilac. the pink color was not offered when i placed my order so that was not an option. i found that it ran true to size  but was a loose fit. the lilac color had white streaks from the the-dyed effect  but it looked like someone had spilled paint on the front in one area so i did not even try that one on. for now  i am keeping the green one  but it is a deeper green than pictured and also a looser fit than on the model. i do like that it is 100 percent cotton and very so,Knits
0,I had been eyeing this top for weeks. it's look so beautiful on the model  however  not great on me. material is fab. the tee is way shorter than it appears online and there is too much flutter material.,Knits
1,I was so excited to receive the playa tunic in the mail! i love the colors and the flowy bottom and raw edges. this tunic could be worn as a dress or with jeggings  jeans  or leggings. this is a wonderful fall transition piece!!,Knits
1,I was looking for a red and black plaid top with a twist  and this tee definitely fits the bill! i plan to wear this shirt with a long sleeve tee under it for extra warmth for casual holiday events  and can see it with a skirt and cardi for work. fabric is soft and comfortable. fit is loose but not too boxy.,Knits
1,I was unsure about the color when i got it in the mail but it is very flattering. it is roomy for sure. with a pair of slim shorts or pants it looks great though. creasing may be an issue. 5ft 6  135 lbs 36 d...the xs looks good with room to spare.  nice weight fabric for fall.,Knits
1,Super flattering cut and the material is like buttah! no seriously  it's like a 10-yr old tee soft! the colors aren't even close compared to online  though. the green is a brighter almost grass green and the pink is more like a salmon color. i didn't see the lilac in the store.,Knits
1,This top is really a great  and it's very affordable. the fabric is light weight  but opaque enough that you don't need a cami. even though this has long sleeves  i can imagine wearing this well into the summer (and i live in south florida). it's comfortable  and the band at the bottom is not tight. the color is slightly ivory and the floral print is clear and bright. the neck tie is really nice and adds a '70's vibe without being overdone or overly dramatic. definite keeper.,Knits
1,Purchased this shirt for holiday photos and it worked great. very flattering and a fun take on plaid. more feminine than your classic plaid button down.,Knits
1,"After reading the reviews  i ordered an xs and a s in this  though i usually wear an xs in bordeaux. i kept the xs. to me  the sleeves and shoulders run small  while the rest of the shirt is flowy through the torso. i prefer more fitted shirts  but decided this one looked ok. at 5'6""  the hem hit at my hip. i did not find it scratchy at all. in the pink  with a nude bra  it is not terribly see-through  but with a black bra  it is. i washed it in a lingerie bag and laid it flat to dry. maybe it s",Knits
1,The shirt is beautiful but slightly long. it is see thru and you do need to wear a cami underneath.,Knits
1,This shirt is so cute! i was unsure about how flowy the sleeves would be- as i'm not one for frills- but the sleeves sit nicely. also  i am between a size small and medium  i got the small and it definitely is flowy. runs big  so if you like a tighter fit you may want to order a size down. i got the red and it's a perfect autumn / winter color. the cut outs are not too showy- so it's not revealing for us gals who are a little more belly-conscious. it's the perfect shirt to just throw on and go a,Knits
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
1,Classic tank with the perfect fit!  soft aqua perfect for summer.  fit is very true to size!,Layering
1,"If your looking for a nice quality basic tee  this is it. nothing special  but the fabric is a nice soft cotton with a little stretch. the cut is long and lean so i would highly recommend sizing up. i sized up from my usual medium to a large and it's still quite form fitting. i'm 5'2""  35a/b bust  28 waist  39 hips.",Layering
1,I just bought the grey  and now i'm coming back for the black and cream i lovethis staple item!! so soft fits great!,Layering
1,This is great  lightweight top layer that's just right for the little evening chill in the summer when the sun goes down  or on a breezy day. it's sheer  so it requires a bottom layer. the medium fits a little tighter across the shoulders and arms for me than it shows on the model  which i like.,Layering
1,This turtleneck is already wrapped and it's soon going under the tree for me! i bought it when i saw it in the store and tried it on. it's fitted but not too tight or snug... just fitted and flattering. the lace cutout area is so flattering and unexpected. i love this top and think it will be a wardrobe staple - both for dress and casual. (i'll wash it carefully just in case. it seems well made but i'd hate to snag the lace.),Layering
1,Great tank top! loved it so much that i ordered 3!,Layering
1,I buy everything that retailer sells in chambray. this top did not disappoint. it is so comfortable and the back the way it is slightly lower than normal is very sexy without being revealing. the straps fall off of your shoulders a bit but i do not find it annoying. i am not big busted so i didn't have the sizing issue that others seemed to have.,Layering
1,"Nice lines and texture but fit is very tight and i experienced the sizing to run small. i am 5'6"" and 115# with small frame. i usually wear xs or s from retailer  so ordered the turtleneck in small. the size small was super tight. i love the design so exchanging my order for a medium.",Layering
1,Love these tanks so much i have them in every color. i wear them layered under blouses  thermals  henleys  blazers  etc. i'm typically and extra small but the small fits perfectly.,Layering
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,Super itchy! had to return.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
1,The raspberry color is really stunning! i have been looking for colored tights for a while and had difficulty finding really rich colors. i was thrilled when i saw these! i've worn them once so far. very comfortable and seem like they will last.,Legwear
1,These are the best tights! last year i bought these and they went back to regular waistband. this year the best waistband tights are best!,Legwear
1,Received many compliments the first day i wore them.. amazing fit. disagree with the other post. the quality is amazing. i wish they had other colors. bought xs,Legwear
1,$20 for super comfy  warm leggings. bought two pairs for myself and another pair for my mother. let's be honest  i'll probably be buying another pair.,Legwear
1,"I ordered both the black & the dark grey  the dark grey arrived first! they are very comfortable & flattering! there is a nice thigh slimming effect. i purchased the size small  regular length & they hit me at my ankle (5 5""  130lbs)  i can't wait for the second pair to arrive!",Legwear
1,For cat lovers in particular  these socks will grab your attention. they are fine quality ankle socks. the kittens are really more moss green than beige.,Legwear
1,These leggings are a quality product at a great price! i ordered these for my daughter and she loves them. warm and comfy  she wears them all the time.,Legwear
1,I have these in grey and i love them! they are so comfy. i got them in m/l even though i am a s/m because i like the loose fit. they are very soft.,Legwear
1,I'm about 130 lbs. and 6' tall and usually a small would be my size. these fit  but i would be more comfy in a m. they are stretchy  soft and opaque. perfect for under a couple sweater dresses i picked up by retailer!!! will be re-ordering.,Legwear
-1,Oh what a disappointment! i was looking forward to wearing this as a layering piece with the shawl cardigan. the material lacks serious quality and it was ripped on the seam. so  back it goes. and  i am flabbergasted at the price retailer is charging almost $60 for this top!,Lounge
-1,Fabric felt and looked cheap.  hem was completely frayed  all the way around  perhaps purposely  but ratty looking  all the same.,Lounge
-1,So thin and see thru it's not even wearable in public. extremely cheap and ill fitting for any price let alone this price. i feel like they will rip the moment i wear them out. going back.,Lounge
-1,I was so excited to try these on at my local retailer. i'm so glad i did before i ordered them online because i found the fit to be totally off. the pants bulged around my hips and looked very awkward. they were also not as soft as i expected them to be.,Lounge
-1,The pants are pretty and run true to size  but the fabric is bathing suit like  very thin and sheers in the butt when you squat. i wouldn't recommend for anything but waking.,Lounge
-1,"I wanted to like this sporty dress too. i teach at an elementary school and like to get down on my knees st my students level - plus we can get messy most days with our learning and most days are go - go - go being ""on"" every second...the armholes were cut too big and weirdly squared. i didn't like the middle ""ridge"" either as it was unflattering. it was returned.",Lounge
-1,I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,Lounge
-1,I am petite and ordered size small  and it came looking like gym sweat pants. the material was very nice  but in terms of the waist and length size  both run incredibly large. the cuff of the joggers are also not elastic at all  and hangs loose widely. will have to return this item  unfortunately.,Lounge
-1,I thought this dress would be a cute beach cover up so i was excited to order it but i was very disappointed. i am 5'7 and i usually wear a size small top and 4 dress so i ordered a small in this dress but it was huge!! i understand that it is not meant to be form fitting and i wasn't expecting it to be but when i tried this on i felt like i was wearing a potato sack. i feel like an extra small would have been just as bad. i was so upset. it also has thin silver lines through it which  for me  m,Lounge
0,Like the other reviewers i was disappointed to receive the gray dotted sweatshirt with a zipper down the center when it was not in the model picture. looks like this item has since been removed from this listing...would have been nice to have the correct item pictured in the first place.,Lounge
0,I adore a good vest  so when i saw this one at my retailer i had to try it on immediately. i don't wear cream often  but the design and weight of this vest is dreamy. i tried it on at the store and i was on the fence. so i bought it  took it home and tried it on with everything. i am a curvy girl  and i wasn't thrilled with how this fit. now its part of the retailer athleisure line  and i could definitely see this being worn post workout with cute workout gear. girls who are tall and thin  or even w,Lounge
0,Love the colors  love the design  and sure to keep you toasty. im usually a size 0 or 2 so i ordered an extra small- it felt a bit roomie,Lounge
0,"Love the shape and cut of this top but it is so sheer you could see my belly button through it. if it was a dark color i would buy it. wore my regular size small. i'm 5'5""130lbs  and 32dd.",Lounge
0,I really loved the look of these color blocked leggings online  but when i received mine  they're nothing like the ones in the pictures....the front of the legs on mine are mostly orange with a thin strip of white between the orange  then more orange!!! i like orange  but really was expecting the pretty color blocking like in the pictures not  mostly orange on both front legs  the back of the legs have more color blocking  but barely any of the light lavender color,Lounge
0,"I wanted to give this a try but unfortunately disappointed with the fit and styling. i'm 5'6""  petite build and it consumed my slim figure. i loved the soft and coziness and the color is sweet too. i just felt like an awkward butterfly with the sleeves. pinning them back would have been alright but the execution didn't fit my frame. i would have liked it to be a tad longer too. i really hope they use this same material throughout the fall season because it's so cozy.",Lounge
0,I have a love hate relationship with this product. it is comfortable and cozy  yet unshapely. after the initial wear  the product begins to stretch out  and if you sit for a while your knees are demarcated in the fabric once you stand. the sherpa front is soft  but the waffle material in the back is in no way flattering. i purchased for sleeping so it does that job nicely  but i would never leave the house with this on. i am hoping that after the first wash it shrinks a bit too. i am typically a,Lounge
0,I loved this dress...until i washed it. the label says machine wash cold and lay flat to dry...which i did (washed on delicate). now it's not the same dress. it's too short and not as soft and i feel so much differently about it. i wish the label would just instruct to dry clean  i would pay the extra expense to still have the dress i loved. just kind of annoyed. so it's an awesome dress  just be prepared to dry clean it or risk shrinkage if you wash it.,Lounge
0,Very orange. the slits in the back are larger than pictured and not at the cutest part of anyone's anatomy... shorter in front and i have a short torso. the fabric is nice and lightweight.,Lounge
1,This dress fits wonderfully. i can wear it causally or dress it up if i want to. great deal as well.,Lounge
1,I saw this coat online and loved it. the blue collar is great. the length is great  fits over bottom. it is quite warm. the arms are a little tight but they loosen up. the sale price plus 40% off was the ticket.,Lounge
1,"Soft  pretty design and perfect length. i'm 5'6"" and the m fit perfectly!'",Lounge
1,"Such a lovely  well constructed top. looks great on petite frames. free flowing but not too ""peasant-like."" the embroidery is gorgeous. while it is pricey  it is something you will wear for years as it is a timeless piece.",Lounge
1,I love these shorts. they're really comfortable and versatile. i got them on sale  and for the price they were a steal! the material is nice  and you can dress them up or down.,Lounge
1,This jacket is stylish and unique. love the lines and the fit is very flattering.coral is a bit more orange/dk. peach than what i think of as typical coral. fun color for spring. i sized up from my typical s to m.,Lounge
